Genes,1_24h_inf,1_2d_inf,1_3h_inf,1_3h_un,2_24h_inf,2_2d_inf,2_3h_inf,2_3h_un,3_24h_inf,3_3h_inf,3_3h_un
AC091959.1,0,0,0,5,0,1,0,0,0,0,0
Z97652.1,0,0,0,5,0,1,0,0,0,0,0
AL392183.1,0,0,0,0,0,2,0,6,0,0,0
AL451042.1,0,0,0,4,0,0,0,8,0,0,0
GNAZ,0,4,0,0,0,22,0,0,0,1,0
NFIA-AS1,0,8,0,0,0,0,0,0,0,0,0
AC004129.1,0,8,0,0,0,0,0,0,0,0,0
C1QTNF9,0,8,0,0,0,0,0,0,0,0,0
DOCK9-AS1,0,8,0,0,0,0,0,0,0,0,0
AC015871.4,0,8,0,0,0,0,0,0,0,0,0
AL139132.1,0,0,0,9,0,0,0,0,0,0,0
ZBTB20-AS4,0,0,0,9,0,0,0,0,0,0,0
DNMBP-AS1,0,0,0,9,0,0,0,0,0,0,0
FAM230C,0,0,0,9,0,0,0,0,0,0,0
STARD13-IT1,0,0,0,9,0,0,0,0,0,0,0
AC002310.3,0,0,0,9,0,0,0,0,0,0,0
AC005828.6,0,0,0,9,0,0,0,0,0,0,0
AC012533.1,0,6,0,0,0,12,0,0,0,0,0
AP001528.2,0,4,0,0,0,24,0,0,0,0,0
HHLA3-AS1,0,0,0,2,0,6,0,0,0,0,0
RPS3AP29,0,0,0,2,0,6,0,0,0,0,0
AL158207.2,0,0,0,2,0,6,0,0,0,0,0
AL160291.1,0,0,0,2,0,6,0,0,0,0,0
ANP32BP2,0,0,0,2,0,6,0,0,0,0,0
LINC02489,0,0,0,0,0,0,0,15,0,0,0
CDH6,0,0,0,8,0,0,0,2,0,0,0
LINC02788,0,0,0,0,0,0,0,0,0,14,0
PAGE4,0,0,0,0,0,0,0,0,0,14,0
RN7SKP153,0,0,0,0,0,0,0,0,0,14,0
PCDH20,0,0,0,0,0,0,0,0,0,14,0
RPL7AP2,0,0,0,0,0,0,0,0,0,14,0
AL392086.3,0,2,0,1,0,3,0,0,0,0,0
ADAM2,0,2,0,0,0,0,0,2,0,0,0
DNAJB6P6,0,0,0,2,0,0,0,0,0,2,0
WNT3A,0,0,0,2,0,0,0,0,0,2,0
HOXA9,0,0,0,2,0,0,0,0,0,2,0
FOXH1,0,0,0,2,0,0,0,0,0,2,0
ARHGAP42-AS1,0,0,0,2,0,0,0,0,0,2,0
AL592435.1,0,0,0,0,0,11,0,2,0,0,0
AC244453.3,0,0,0,4,0,2,0,0,0,0,0
MIR1537,0,0,0,4,0,2,0,0,0,0,0
AC018816.2,0,0,0,4,0,2,0,0,0,0,0
MRPL57P3,0,0,0,4,0,2,0,0,0,0,0
H4C13,0,0,0,4,0,2,0,0,0,0,0
AC008267.4,0,0,0,4,0,2,0,0,0,0,0
HNRNPA1P53,0,0,0,4,0,2,0,0,0,0,0
NDUFAF2P2,0,0,0,4,0,2,0,0,0,0,0
AL713922.2,0,0,0,4,0,2,0,0,0,0,0
AC011944.2,0,0,0,4,0,2,0,0,0,0,0
RNU6-237P,0,0,0,4,0,2,0,0,0,0,0
AC090616.2,0,0,0,4,0,2,0,0,0,0,0
AP001020.3,0,0,0,4,0,2,0,0,0,0,0
MIR199A1,0,0,0,4,0,2,0,0,0,0,0
AC245884.1,0,0,0,4,0,2,0,0,0,0,0
DIRC3-AS1,0,0,0,6,0,0,0,6,0,0,0
MIR3170,0,0,0,6,0,0,0,6,0,0,0
AL135978.1,0,8,0,0,0,4,0,0,0,0,0
AC006058.2,0,0,0,0,0,0,0,16,0,0,0
AL591926.6,0,0,0,0,0,0,0,16,0,0,0
NPM1P45,0,0,0,0,0,0,0,16,0,0,0
AC110285.5,0,0,0,0,0,0,0,16,0,0,0
AC006237.1,0,2,0,0,0,8,0,0,0,10,0
RNU6-969P,0,0,0,5,0,0,0,8,0,0,0
CAMTA1-AS2,0,0,0,10,0,0,0,0,0,0,0
AL512444.1,0,0,0,10,0,0,0,0,0,0,0
AL161644.1,0,0,0,10,0,0,0,0,0,0,0
AL136114.1,0,0,0,10,0,0,0,0,0,0,0
MIR320B2,0,0,0,10,0,0,0,0,0,0,0
RPL39P16,0,0,0,10,0,0,0,0,0,0,0
MTND4P22,0,0,0,10,0,0,0,0,0,0,0
PHF5GP,0,0,0,10,0,0,0,0,0,0,0
LINC01365,0,0,0,10,0,0,0,0,0,0,0
AC093772.1,0,0,0,10,0,0,0,0,0,0,0
AC091959.2,0,0,0,10,0,0,0,0,0,0,0
GFOD1-AS1,0,0,0,10,0,0,0,0,0,0,0
AL158136.1,0,0,0,10,0,0,0,0,0,0,0
AL445189.1,0,0,0,10,0,0,0,0,0,0,0
AL512283.3,0,0,0,10,0,0,0,0,0,0,0
RPS17P13,0,0,0,10,0,0,0,0,0,0,0
INTS9-AS1,0,0,0,10,0,0,0,0,0,0,0
AL450467.1,0,0,0,10,0,0,0,0,0,0,0
SAMM50P1,0,0,0,10,0,0,0,0,0,0,0
MIR491,0,0,0,10,0,0,0,0,0,0,0
RNU2-46P,0,0,0,10,0,0,0,0,0,0,0
AP003059.2,0,0,0,10,0,0,0,0,0,0,0
RNA5SP320,0,0,0,10,0,0,0,0,0,0,0
AC087897.2,0,0,0,10,0,0,0,0,0,0,0
AC073569.1,0,0,0,10,0,0,0,0,0,0,0
RNASE13,0,0,0,10,0,0,0,0,0,0,0
SRMP2,0,0,0,10,0,0,0,0,0,0,0
RN7SL706P,0,0,0,10,0,0,0,0,0,0,0
AC009432.2,0,0,0,10,0,0,0,0,0,0,0
GAS8-AS1,0,0,0,10,0,0,0,0,0,0,0
MPRIP-AS1,0,0,0,10,0,0,0,0,0,0,0
AC022960.3,0,0,0,10,0,0,0,0,0,0,0
AC090241.1,0,0,0,10,0,0,0,0,0,0,0
AC004528.1,0,0,0,10,0,0,0,0,0,0,0
L34079.2,0,0,0,10,0,0,0,0,0,0,0
AC006262.2,0,0,0,10,0,0,0,0,0,0,0
Z82215.1,0,0,0,10,0,0,0,0,0,0,0
AP000470.1,0,0,0,10,0,0,0,0,0,0,0
FAM83C,0,0,0,0,0,2,0,2,0,3,0
KHDRBS2,0,2,0,0,0,9,0,1,0,0,0
SNORD123,0,8,0,0,0,6,0,0,0,0,0
COX8C,0,8,0,0,0,6,0,0,0,0,0
AC087163.1,0,0,0,2,0,7,0,0,0,0,0
CAV2,0,0,0,0,0,0,0,17,0,0,0
RNU6-1,0,0,0,0,0,14,0,0,0,12,0
H2AZP1,0,0,0,4,0,0,0,0,0,1,0
AC123595.2,0,0,0,0,0,0,0,0,0,16,0
AC072052.1,0,0,0,0,0,0,0,0,0,16,0
AL500527.1,0,0,0,0,0,0,0,0,0,16,0
RN7SL197P,0,0,0,0,0,0,0,0,0,16,0
GABRR3,0,0,0,0,0,8,0,0,0,14,0
REC114,0,0,0,10,0,0,0,1,0,0,0
AL353764.1,0,6,0,0,0,0,0,0,0,6,0
VDAC2P2,0,0,0,0,0,2,0,0,0,16,0
ZBED6,0,0,0,11,0,0,0,0,0,0,0
HMGB1P7,0,0,0,11,0,0,0,0,0,0,0
SNORD3C,0,0,0,11,0,0,0,0,0,0,0
AC099509.1,0,4,0,0,0,15,0,0,0,6,0
AC013714.1,0,0,0,6,0,0,0,8,0,0,0
AC068481.1,0,0,0,0,0,0,0,18,0,0,0
AC104688.1,0,0,0,0,0,0,0,18,0,0,0
SPACA4,0,0,0,8,0,0,0,5,0,0,0
AL512430.1,0,0,0,10,0,0,0,2,0,0,0
LRP1B,0,0,0,0,0,0,0,2,0,4,0
AL133268.4,0,10,0,0,0,0,0,0,0,0,0
LINC01783,0,0,0,2,0,8,0,0,0,0,0
LINC02381,0,0,0,2,0,8,0,0,0,0,0
AC005086.4,0,0,0,4,0,4,0,0,0,0,0
RNU4ATAC16P,0,0,0,4,0,4,0,0,0,0,0
H3P37,0,0,0,4,0,4,0,0,0,0,0
AC108475.1,0,0,0,4,0,3,0,0,0,0,0
RN7SL430P,0,0,0,4,0,3,0,0,0,0,0
TPT1P10,0,0,0,11,0,0,0,1,0,0,0
AL450326.2,0,10,0,0,0,2,0,0,0,0,0
RN7SL354P,0,0,0,0,0,0,0,19,0,0,0
PAMR1,0,2,0,1,0,0,0,0,0,2,0
C4orf17,0,0,0,0,0,0,0,0,0,18,0
AL445430.2,0,0,0,0,0,0,0,0,0,18,0
RPL21P8,0,0,0,0,0,0,0,0,0,18,0
AC090617.7,0,0,0,0,0,0,0,0,0,18,0
AL391597.1,0,0,0,0,0,2,0,0,0,18,0
FASLG,0,0,0,12,0,0,0,0,0,0,0
MYG1P1,0,0,0,12,0,0,0,0,0,0,0
SNORD39,0,0,0,12,0,0,0,0,0,0,0
RN7SKP58,0,0,0,12,0,0,0,0,0,0,0
ZNF652P1,0,0,0,12,0,0,0,0,0,0,0
AC024559.2,0,0,0,12,0,0,0,0,0,0,0
AC016549.1,0,0,0,12,0,0,0,0,0,0,0
LINC02217,0,0,0,12,0,0,0,0,0,0,0
ATP6V1G1P6,0,0,0,12,0,0,0,0,0,0,0
AL133406.1,0,0,0,12,0,0,0,0,0,0,0
AC005162.1,0,0,0,12,0,0,0,0,0,0,0
AF178030.1,0,0,0,12,0,0,0,0,0,0,0
AP000763.1,0,0,0,12,0,0,0,0,0,0,0
MIR4296,0,0,0,12,0,0,0,0,0,0,0
AC125612.1,0,0,0,12,0,0,0,0,0,0,0
RNU6-466P,0,0,0,12,0,0,0,0,0,0,0
MTCYBP23,0,0,0,12,0,0,0,0,0,0,0
AC068870.1,0,0,0,12,0,0,0,0,0,0,0
RN7SL735P,0,0,0,12,0,0,0,0,0,0,0
RNU6-435P,0,0,0,12,0,0,0,0,0,0,0
RNU105B,0,0,0,12,0,0,0,0,0,0,0
MIR185,0,0,0,12,0,0,0,0,0,0,0
AP001054.1,0,0,0,12,0,0,0,0,0,0,0
FLG-AS1,0,0,0,0,0,0,0,20,0,0,0
AC123595.1,0,0,0,0,0,0,0,20,0,0,0
AL109615.1,0,0,0,0,0,0,0,20,0,0,0
AL354893.2,0,0,0,0,0,0,0,20,0,0,0
MIR6793,0,0,0,2,0,9,0,0,0,0,0
PYDC1,0,0,0,0,0,4,0,7,0,0,0
RNU6-483P,0,11,0,0,0,0,0,0,0,0,0
AC026120.3,0,0,0,1,0,6,0,0,0,4,0
IGSF21,0,0,0,0,0,4,0,4,0,1,0
AC004678.2,0,0,0,1,0,0,0,0,0,6,0
AC023128.1,0,0,0,13,0,0,0,0,0,0,0
MIR1273C,0,0,0,13,0,0,0,0,0,0,0
H3P45,0,0,0,13,0,0,0,0,0,0,0
AC004900.1,0,0,0,13,0,0,0,0,0,0,0
AL132822.1,0,0,0,13,0,0,0,0,0,0,0
DMC1,0,10,0,0,0,10,0,0,0,0,0
ATP1A3,0,0,0,0,0,0,0,0,0,20,0
RN7SL784P,0,0,0,2,0,2,0,6,0,0,0
PRKG2,0,0,0,0,0,16,0,2,0,0,0
AC087045.2,0,0,0,0,0,0,0,22,0,0,0
AL359538.3,0,0,0,0,0,0,0,22,0,0,0
AL162431.3,0,0,0,2,0,10,0,0,0,0,0
AC087501.2,0,0,0,3,0,0,0,18,0,0,0
PEBP1P3,0,0,0,8,0,1,0,0,0,0,0
MIR4685,0,0,0,8,0,1,0,0,0,0,0
AC069214.1,0,0,0,8,0,1,0,0,0,0,0
AC092436.3,0,0,0,0,0,4,0,8,0,0,0
U1-1,0,0,0,14,0,0,0,0,0,0,0
AL831737.1,0,0,0,14,0,0,0,0,0,0,0
FIGLA,0,0,0,14,0,0,0,0,0,0,0
IL1R1-AS1,0,0,0,14,0,0,0,0,0,0,0
RN7SL297P,0,0,0,14,0,0,0,0,0,0,0
AC010886.1,0,0,0,14,0,0,0,0,0,0,0
ATG12P2,0,0,0,14,0,0,0,0,0,0,0
RNU6-788P,0,0,0,14,0,0,0,0,0,0,0
AC069431.2,0,0,0,14,0,0,0,0,0,0,0
AL365222.1,0,0,0,14,0,0,0,0,0,0,0
RPS24P12,0,0,0,14,0,0,0,0,0,0,0
AC007683.2,0,0,0,14,0,0,0,0,0,0,0
RPSAP76,0,0,0,14,0,0,0,0,0,0,0
AL360268.1,0,0,0,14,0,0,0,0,0,0,0
RN7SKP287,0,0,0,14,0,0,0,0,0,0,0
HTR1DP1,0,0,0,14,0,0,0,0,0,0,0
RPSAP13,0,0,0,14,0,0,0,0,0,0,0
AC012653.1,0,0,0,14,0,0,0,0,0,0,0
MIR4316,0,0,0,14,0,0,0,0,0,0,0
AC013290.1,0,0,0,14,0,0,0,0,0,0,0
AC068473.2,0,0,0,14,0,0,0,0,0,0,0
LINC01722,0,0,0,14,0,0,0,0,0,0,0
MIR6801,0,0,0,14,0,0,0,0,0,0,0
BX324167.2,0,0,0,0,0,0,0,23,0,0,0
AC017028.1,0,0,0,6,0,2,0,0,0,0,0
HTD2,0,0,0,6,0,2,0,0,0,0,0
AC022395.1,0,0,0,6,0,2,0,0,0,0,0
AC027808.2,0,0,0,6,0,2,0,0,0,0,0
AC130454.1,0,0,0,6,0,2,0,0,0,0,0
AP003049.1,0,0,0,5,0,4,0,0,0,0,0
EDIL3-DT,0,0,0,0,0,0,0,0,0,22,0
MSL3P1,0,0,0,0,0,2,0,4,0,2,0
RPL36AP16,0,0,0,14,0,0,0,1,0,0,0
AL355877.1,0,2,0,2,0,0,0,0,0,0,0
FAM133FP,0,2,0,2,0,0,0,0,0,0,0
RPL17P40,0,2,0,2,0,0,0,0,0,0,0
AC092653.2,0,4,0,1,0,0,0,0,0,0,0
AC104335.3,0,0,0,0,0,0,0,24,0,0,0
CYCSP28,0,0,0,0,0,0,0,24,0,0,0
AC068722.1,0,0,0,0,0,0,0,24,0,0,0
AL031651.2,0,0,0,0,0,0,0,24,0,0,0
MIR326,0,0,0,15,0,0,0,0,0,0,0
AC005358.1,0,0,0,15,0,0,0,0,0,0,0
AC055811.1,0,0,0,15,0,0,0,0,0,0,0
LINC00621,0,0,0,1,0,4,0,0,0,6,0
ANKRD33,0,0,0,0,0,1,0,0,0,24,0
AP000770.1,0,0,0,0,0,0,0,0,0,24,0
AC008550.1,0,0,0,0,0,0,0,10,0,1,0
AL713852.2,0,0,0,0,0,0,0,26,0,0,0
AC016700.1,0,0,0,2,0,12,0,0,0,0,0
GAPDHP52,0,0,0,2,0,12,0,0,0,0,0
ELFN2,0,0,0,2,0,12,0,0,0,0,0
JMJD7,0,0,0,2,0,9,0,1,0,0,0
CCDC60,0,0,0,0,0,6,0,1,0,8,0
SLC30A6P1,0,0,0,16,0,0,0,0,0,0,0
AC093675.2,0,0,0,16,0,0,0,0,0,0,0
AC008417.1,0,0,0,16,0,0,0,0,0,0,0
AC040978.1,0,0,0,16,0,0,0,0,0,0,0
AC069547.2,0,0,0,16,0,0,0,0,0,0,0
AC078925.1,0,0,0,16,0,0,0,0,0,0,0
AL450226.1,0,0,0,16,0,0,0,0,0,0,0
AC105101.2,0,0,0,16,0,0,0,0,0,0,0
LIVAR,0,0,0,16,0,0,0,0,0,0,0
AL035448.1,0,0,0,16,0,0,0,0,0,0,0
AC008105.2,0,0,0,10,0,0,0,11,0,0,0
SCGB3A1,0,0,0,0,0,2,0,12,0,0,0
LPAR4,0,0,0,0,0,2,0,12,0,0,0
AP001267.4,0,0,0,0,0,0,0,28,0,0,0
AC006059.5,0,0,0,6,0,4,0,0,0,0,0
AC034102.7,0,0,0,6,0,4,0,0,0,0,0
LARGE-AS1,0,0,0,17,0,0,0,0,0,0,0
BNIP3P40,0,0,0,10,0,1,0,0,0,0,0
AC022726.2,0,0,0,2,0,0,0,0,0,4,0
AL449403.2,0,0,0,0,0,4,0,10,0,0,0
MIR3975,0,0,0,2,0,0,0,26,0,0,0
ZBTB20-AS1,0,0,0,18,0,0,0,0,0,0,0
AC114982.2,0,0,0,18,0,0,0,0,0,0,0
AL138880.2,0,0,0,18,0,0,0,0,0,0,0
AC015987.1,0,0,0,18,0,0,0,0,0,0,0
GJA6P,0,0,0,18,0,0,0,0,0,0,0
RN7SL308P,0,0,0,18,0,0,0,0,0,0,0
ZNF75BP,0,0,0,18,0,0,0,0,0,0,0
AC087465.1,0,0,0,18,0,0,0,0,0,0,0
AC009090.2,0,0,0,18,0,0,0,0,0,0,0
AL390236.1,0,0,0,4,0,6,0,0,0,0,0
RN7SL213P,0,0,0,4,0,6,0,0,0,0,0
KRT18P7,0,0,0,4,0,6,0,0,0,0,0
AC113208.2,0,0,0,0,0,0,0,30,0,0,0
MIR4677,0,0,0,11,0,1,0,0,0,0,0
AC068946.1,0,0,0,8,0,2,0,0,0,0,0
AL355612.1,0,0,0,8,0,2,0,0,0,0,0
AC025538.1,0,0,0,4,0,0,0,0,0,2,0
AC012349.1,0,0,0,4,0,0,0,0,0,2,0
RN7SL749P,0,0,0,4,0,0,0,0,0,2,0
LRRC66,0,6,0,0,0,4,0,1,0,0,0
RPS3AP46,0,0,0,19,0,0,0,0,0,0,0
PPP1R14A,0,0,0,0,0,5,0,8,0,0,0
LINC01968,0,0,0,0,0,0,0,32,0,0,0
AC092295.1,0,0,0,5,0,5,0,0,0,0,0
AC112236.2,0,0,0,0,0,2,0,14,0,0,0
AC061979.1,0,0,0,0,0,2,0,14,0,0,0
AC106827.1,0,0,0,7,0,4,0,0,0,0,0
AL109618.3,0,0,0,7,0,4,0,0,0,0,0
SRGAP3-AS3,0,0,0,20,0,0,0,0,0,0,0
VPS26BP1,0,0,0,20,0,0,0,0,0,0,0
AC092574.2,0,0,0,20,0,0,0,0,0,0,0
RN7SKP4,0,0,0,20,0,0,0,0,0,0,0
UBE2CP1,0,0,0,20,0,0,0,0,0,0,0
RN7SKP239,0,0,0,3,0,10,0,0,0,0,0
AP003170.1,0,0,0,3,0,10,0,0,0,0,0
AC026401.1,0,0,0,8,0,0,0,0,0,1,0
AC008507.2,0,0,0,0,0,8,0,6,0,0,0
AC146507.2,0,0,0,21,0,0,0,0,0,0,0
FOXR1,0,0,0,0,0,1,0,20,0,0,0
AC007216.4,0,0,0,1,0,0,0,0,0,10,0
SHOX,0,0,0,1,0,0,0,12,0,1,0
AC084757.2,0,2,0,0,0,2,0,4,0,0,0
RPL12P7,0,0,0,2,0,4,0,0,0,4,0
MTCYBP35,0,0,0,22,0,0,0,0,0,0,0
AP006259.1,0,0,0,22,0,0,0,0,0,0,0
AP005137.2,0,0,0,22,0,0,0,0,0,0,0
AC092658.1,0,0,0,4,0,8,0,0,0,0,0
AC022784.6,0,0,0,4,0,8,0,0,0,0,0
AC002401.3,0,0,0,4,0,8,0,0,0,0,0
HNRNPA3P16,0,0,0,4,0,8,0,0,0,0,0
TP53TG3D,0,0,0,0,0,2,0,16,0,0,0
RAD51AP1P1,0,0,0,8,0,3,0,0,0,0,0
CRPPA,0,0,0,8,0,3,0,0,0,0,0
RN7SL709P,0,0,0,8,0,3,0,0,0,0,0
AC069499.2,0,0,0,4,0,2,0,0,0,2,0
AC083806.2,0,0,0,23,0,0,0,0,0,0,0
SNRPGP9,0,0,0,10,0,2,0,0,0,0,0
RPL13AP12,0,0,0,10,0,2,0,0,0,0,0
AC079781.1,0,0,0,10,0,2,0,0,0,0,0
NDUFA3P2,0,0,0,10,0,2,0,0,0,0,0
AC243654.2,0,0,0,10,0,2,0,0,0,0,0
AL358780.2,0,0,0,2,0,12,0,0,0,2,0
AC100774.1,0,0,0,6,0,5,0,0,0,0,0
LINC02259,0,2,0,2,0,0,0,0,0,2,0
AC008780.1,0,0,0,0,0,3,0,14,0,0,0
AL592295.3,0,0,0,4,0,9,0,0,0,0,0
AC017083.4,0,0,0,0,0,0,0,40,0,0,0
ACTBP1,0,6,0,1,0,1,0,0,0,1,0
THA1P,0,0,0,4,0,5,0,4,0,0,0
AC135178.1,0,0,0,0,0,2,0,18,0,0,0
AL592437.2,0,1,0,10,0,0,0,0,0,0,0
GRK1,0,0,0,6,0,5,0,1,0,0,0
AC091132.2,0,2,0,3,0,2,0,0,0,0,0
TDRP,0,0,0,8,0,4,0,2,0,0,0
AC138028.1,0,0,0,2,0,0,0,0,0,6,0
LINC01988,0,0,0,0,0,16,0,4,0,0,0
RNA5SP386,0,0,0,26,0,0,0,0,0,0,0
RN7SKP271,0,0,0,26,0,0,0,0,0,0,0
AC006449.3,0,0,0,3,0,0,0,0,0,4,0
AL109615.3,0,0,0,4,0,0,0,0,0,3,0
AC136475.9,0,0,0,6,0,6,0,0,0,0,0
AC009269.2,0,0,0,6,0,6,0,0,0,0,0
MIR4755,0,0,0,6,0,6,0,0,0,0,0
AC000081.1,0,0,0,6,0,6,0,0,0,0,0
HSF5,0,0,0,0,0,8,0,2,0,8,0
RSPO3,0,0,0,3,0,14,0,0,0,0,0
TLCD4,0,0,0,12,0,2,0,0,0,0,0
RPL36AP15,0,0,0,12,0,2,0,0,0,0,0
KRT8P44,0,0,0,12,0,2,0,0,0,0,0
HNRNPA1P34,0,1,0,8,0,1,0,0,0,0,0
AC015853.3,0,0,0,2,0,8,0,5,0,0,0
AC105402.1,0,2,0,4,0,0,0,0,0,0,0
AC044849.1,0,2,0,4,0,0,0,0,0,0,0
AC012508.2,0,0,0,0,0,0,0,48,0,0,0
SETP9,0,0,0,1,0,0,0,0,0,14,0
AP000721.2,0,4,0,2,0,0,0,0,0,0,0
AL353803.4,0,0,0,30,0,0,0,0,0,0,0
RNU6-501P,0,0,0,0,0,6,0,11,0,0,0
AC007599.1,0,0,0,32,0,0,0,0,0,0,0
AL049830.4,0,0,0,8,0,0,0,0,0,2,0
AC011443.1,0,0,0,8,0,0,0,0,0,2,0
FGF7,0,10,0,0,0,8,0,1,0,0,0
OSTCP8,0,4,0,2,0,2,0,0,0,0,0
PNOC,0,8,0,0,0,0,0,1,0,6,0
CDY4P,0,0,0,2,0,6,0,0,0,6,0
AC093849.1,0,0,0,14,0,2,0,0,0,0,0
RN7SL471P,0,0,0,14,0,2,0,0,0,0,0
AC078950.1,0,0,0,14,0,2,0,0,0,0,0
A3GALT2,0,7,0,0,0,0,0,2,0,0,0
LINC01449,0,0,0,10,0,4,0,0,0,0,0
AC107884.2,0,0,0,10,0,4,0,0,0,0,0
RNU1-91P,0,0,0,6,0,8,0,0,0,0,0
IFIT1P1,0,0,0,6,0,8,0,0,0,0,0
AC100830.1,0,0,0,2,0,7,0,0,0,6,0
AC018695.9,0,0,0,0,0,8,0,10,0,0,0
AC073862.4,0,0,0,12,0,3,0,0,0,0,0
LINC02139,0,0,0,4,0,7,0,0,0,2,0
AC011377.1,0,0,0,2,0,0,0,0,0,8,0
AL049870.2,0,0,0,2,0,0,0,0,0,8,0
RNU2-58P,0,2,0,0,0,0,0,8,0,0,0
AC041005.1,0,0,0,2,0,2,0,0,0,8,0
AL662889.1,0,0,0,8,0,6,0,0,0,0,0
AC027237.4,0,0,0,8,0,6,0,0,0,0,0
AC005544.1,0,0,0,8,0,6,0,0,0,0,0
PCCA-AS1,0,0,0,6,0,9,0,0,0,0,0
AC091231.2,0,0,0,6,0,9,0,0,0,0,0
H3C12,0,0,0,16,0,2,0,0,0,0,0
AC004551.1,0,0,0,16,0,2,0,0,0,0,0
FOXI1,0,8,0,0,0,0,0,2,0,0,0
TBC1D3P5,0,8,0,0,0,0,0,2,0,0,0
IFITM3P5,0,1,0,15,0,0,0,0,0,0,0
AC092384.1,0,0,0,0,0,2,0,28,0,0,0
MATN4,0,1,0,0,0,0,0,4,0,6,0
AC016894.1,0,0,0,12,0,4,0,0,0,0,0
LINC01054,0,0,0,12,0,4,0,0,0,0,0
AC090772.1,0,0,0,12,0,4,0,0,0,0,0
AC013467.1,0,0,0,14,0,3,0,0,0,0,0
SLC35E1P1,0,0,0,8,0,7,0,0,0,0,0
SYS1-DBNDD2,0,2,0,0,0,2,0,8,0,0,0
LINC02348,0,0,0,4,0,10,0,0,0,2,0
MINDY4,0,0,0,0,0,0,0,8,0,4,0
PRB2,0,0,0,7,0,3,0,0,0,2,0
RNF144A-AS1,0,0,0,2,0,0,0,0,0,10,0
RNU6-1019P,0,0,0,13,0,4,0,0,0,0,0
RNA5SP33,0,2,0,6,0,0,0,0,0,0,0
AL133480.1,0,0,0,5,0,8,0,5,0,0,0
AL035603.1,0,0,0,10,0,6,0,0,0,0,0
AL133297.1,0,0,0,0,0,0,0,16,0,2,0
OR8D1,0,0,0,8,0,2,0,0,0,2,0
AC026362.2,0,0,0,2,0,0,0,0,0,11,0
RHBDL3,0,0,0,0,0,30,0,4,0,0,0
RPL7AP9,0,0,0,4,0,18,0,0,0,0,0
COX6CP14,0,0,0,12,0,5,0,0,0,0,0
NXF5,0,0,0,2,0,37,0,0,0,0,0
AC079741.1,0,2,0,6,0,1,0,0,0,0,0
SLC9A9-AS1,0,0,0,9,0,8,0,0,0,0,0
RPL21P30,0,0,0,10,0,7,0,0,0,0,0
RPS6KA2-IT1,0,0,0,15,0,4,0,0,0,0,0
AC006372.4,0,0,0,8,0,10,0,0,0,0,0
AP002340.1,0,0,0,8,0,10,0,0,0,0,0
AL122035.2,0,0,0,8,0,10,0,0,0,0,0
AC016888.1,0,0,0,4,0,0,0,0,0,6,0
HNRNPA3P11,0,0,0,6,0,0,0,0,0,4,0
AL512306.1,0,0,0,12,0,6,0,0,0,0,0
AC007450.2,0,0,0,12,0,6,0,0,0,0,0
STXBP5L,0,0,0,0,0,8,0,16,0,0,0
LINC02284,0,2,0,0,0,3,0,10,0,0,0
AL365273.1,0,0,0,11,0,7,0,0,0,0,0
OSTN,0,0,0,10,0,8,0,0,0,0,0
HMGB1P51,0,0,0,22,0,0,0,0,0,1,0
AC004158.1,0,0,0,10,0,2,0,0,0,2,0
AC005006.1,0,4,0,3,0,8,0,0,0,0,0
MIR3680-1,0,0,0,9,0,10,0,0,0,0,0
AC107373.3,0,0,0,8,0,12,0,0,0,0,0
AL157400.4,0,4,0,4,0,1,0,0,0,0,0
AC004584.3,0,0,0,4,0,25,0,0,0,0,0
AC104986.1,0,0,0,14,0,6,0,0,0,0,0
AC090220.1,0,0,0,14,0,6,0,0,0,0,0
AL133368.1,0,0,0,10,0,10,0,0,0,0,0
AC016542.3,0,0,0,5,0,0,0,0,0,6,0
AL451042.2,0,2,0,0,0,10,0,8,0,0,0
CA7,0,6,0,3,0,1,0,0,0,0,0
IL33,0,2,0,0,0,0,0,3,0,14,0
AL731533.2,0,0,0,6,0,18,0,0,0,0,0
RN7SL23P,0,2,0,10,0,0,0,0,0,0,0
AC027307.1,0,2,0,0,0,1,0,15,0,0,0
AC131182.1,0,0,0,16,0,6,0,0,0,0,0
AC146507.1,0,4,0,5,0,0,0,0,0,0,0
AF117829.2,0,4,0,5,0,0,0,0,0,0,0
AC097634.1,0,2,0,0,0,8,0,10,0,0,0
AL357673.2,0,10,0,0,0,6,0,3,0,0,0
FGF9,0,0,0,0,0,12,0,16,0,0,0
RN7SL752P,0,0,0,14,0,8,0,0,0,0,0
AC005703.2,0,0,0,6,0,0,0,0,0,6,0
TBC1D3C,0,0,0,0,0,0,0,5,0,12,0
AL606748.1,0,0,0,12,0,10,0,0,0,0,0
AP003096.1,0,0,0,8,0,6,0,0,0,3,0
VN1R83P,0,0,0,8,0,16,0,0,0,0,0
AL512283.2,0,2,0,0,0,4,0,14,0,0,0
TMEM253,0,4,0,4,0,11,0,0,0,0,0
LINC00967,0,0,0,7,0,6,0,0,0,4,0
LINC02603,0,0,0,14,0,9,0,0,0,0,0
CD300LG,0,8,0,0,0,10,0,4,0,0,0
PPIAP51,0,0,0,2,0,0,0,0,0,20,0
PRKX-AS1,0,4,0,6,0,0,0,0,0,0,0
AC106037.1,0,8,0,3,0,2,0,0,0,0,0
AC021106.3,0,6,0,4,0,2,0,0,0,0,0
AC130895.1,0,0,0,3,0,0,0,0,0,14,0
LINC02675,0,1,0,0,0,12,0,14,0,0,0
